merchant_category,card_type,transaction_location,cardholder_gender,transaction_description,0,1,2,3,4,5,6
3,0,1,2,129,0.7438562018138748,-1.4030210194540458,-0.7543825417501827,0.9671260011957691,1.439195465242341,-0.639108989368884,0.8530879162330347
6,0,7,1,291,1.3066739510801233,0.5053411065430533,1.5344228301586702,-1.1566233922958604,-0.4445682327188136,0.2363827768898611,-0.5020954296494667
7,3,7,0,404,0.9995578101894055,0.23271794568632484,-1.093191289990401,0.7587042260327959,-0.4445682327188136,1.6955357206544364,0.7401559707428262
7,1,6,0,19,-1.6160708406332152,-1.4711768096682278,-1.8414613477345494,-0.7359049582626587,-0.4445682327188136,0.2363827768898611,0.6272240252526178
1,1,9,2,122,1.1106132004222098,0.7098084771855996,-1.6540509450594276,-1.1010638223721345,1.439195465242341,-0.639108989368884,1.643611534664494
7,3,3,0,154,1.095874367767856,-1.1644757537044084,-0.1086976115352763,0.3863239877416171,-0.4445682327188136,-1.2227701668747142,0.4013601342722009
4,1,4,1,154,0.8247483996377691,-1.0281641732760443,-0.44212565202370374,-0.7431654726838289,0.4973136162617637,1.4037051319015212,-0.1632995931788414
4,2,8,2,154,-0.09282962398327066,1.5276779597557848,0.6463950429660449,-1.6013152230027374,-1.386450081699391,-0.055447811863053975,-1.6314148845515513
5,3,1,0,480,0.9063261245618661,1.1187432184706922,1.1447259504358283,0.20890128223668605,-1.386450081699391,1.4037051319015212,-0.9538232116103006
2,3,3,1,331,-1.204754580511718,-0.5510736417767694,-1.762262956512111,1.1399692986830348,0.4973136162617637,0.8200439543956912,-0.050367647688632944
3,2,0,0,378,0.9951018840380893,-1.0963199634902263,1.1415608282288925,-0.10384880122617544,1.439195465242341,-1.5146007556276293,-1.066755157100509
0,2,2,2,401,0.5621915202602136,1.4936000646486938,0.5272809439116937,1.4646767253031334,-1.386450081699391,0.5282133656427761,1.0789518072134516
5,0,3,2,126,1.149688245133752,-1.5052547047753189,-1.2636507048461554,0.149055856091299,-1.386450081699391,-0.34727840061596904,-1.066755157100509
3,3,5,1,407,0.71506406360537,1.3913663793274207,0.7473272733427758,-1.7298321992933707,0.4973136162617637,1.4037051319015212,-0.38916348415925833
1,0,9,1,424,-0.5373939484645888,0.6757305820785086,-1.60330348567489,0.646019476606655,1.439195465242341,-0.34727840061596904,0.06256429780157552
5,1,9,1,269,1.5078761549895556,1.0846653233636012,-0.3190727342229435,1.6548200086349127,-1.386450081699391,1.6955357206544364,-1.6314148845515513
2,2,5,2,169,1.2281810981069377,0.6757305820785086,-0.2868588237612412,-0.3667733598472595,-1.386450081699391,0.8200439543956912,-0.27623153866904987
0,3,6,2,85,-1.4707390953902861,-1.2326315439185904,1.4717885784858626,0.7302492719401233,0.4973136162617637,0.8200439543956912,-0.8408912661200921
6,2,1,2,121,1.1688830039394218,-1.3689431243469548,1.304353613738958,1.1991689108772126,1.439195465242341,-1.2227701668747142,-0.38916348415925833
1,2,4,2,87,-0.3111700053977654,1.3232105891132386,-0.031538965735085404,0.036390676784891794,0.4973136162617637,-1.5146007556276293,-0.27623153866904987
2,0,2,1,446,1.1335783582789933,0.3008737359005069,0.739941988193259,-1.1286968314359953,-1.386450081699391,0.8200439543956912,1.5306795891742855
6,0,4,1,463,1.0094979531423416,1.5276779597557848,0.260988662234827,0.8113869883556808,0.4973136162617637,-0.639108989368884,0.8530879162330347
